category,answer,pred,response
accounting,B,B,B
accounting,A,A,A
accounting,A,A,A
accounting,B,D,D
accounting,B,C,C
accounting,D,D,D
accounting,A,B,B
accounting,A,D,D
accounting,A,C,C
accounting,B,B,B
accounting,A,A,A
accounting,D,D,D
accounting,A,A,A
accounting,B,C,C
accounting,D,D,D
accounting,B,B,B
accounting,D,D,D
accounting,C,B,B
accounting,B,D,D
accounting,A,A,A
accounting,D,D,D
accounting,D,D,D
accounting,D,B,B
accounting,C,A,A
accounting,A,D,D
accounting,C,B,B
accounting,A,B,B
accounting,C,C,C
accounting,C,D,D
accounting,A,A,A
accounting,A,D,D
accounting,D,C,C
accounting,B,C,C
accounting,D,D,D
accounting,D,A,A
accounting,C,C,C
accounting,D,B,B
accounting,C,A,A
accounting,B,D,D
accounting,D,C,C
accounting,C,D,D
accounting,B,B,B
accounting,D,A,A
accounting,B,C,C
accounting,A,A,A
accounting,D,D,D
agricultural_sciences,B,B,B
agricultural_sciences,A,D,D
agricultural_sciences,C,B,B
agricultural_sciences,C,A,A
agricultural_sciences,D,A,A
agricultural_sciences,B,A,A
agricultural_sciences,B,D,D
agricultural_sciences,A,C,C
agricultural_sciences,B,B,B
agricultural_sciences,C,C,C
agricultural_sciences,D,A,A
agricultural_sciences,A,B,B
agricultural_sciences,D,A,A
agricultural_sciences,C,A,A
agricultural_sciences,B,B,B
agricultural_sciences,D,A,A
agricultural_sciences,C,A,A
agricultural_sciences,C,C,C
agricultural_sciences,D,A,A
agricultural_sciences,B,D,D
agricultural_sciences,C,B,B
agricultural_sciences,D,C,C
agricultural_sciences,D,C,C
agricultural_sciences,D,D,D
agricultural_sciences,D,D,D
agricultural_sciences,D,A,A
agricultural_sciences,B,C,C
agricultural_sciences,D,C,C
agricultural_sciences,A,C,C
agricultural_sciences,C,C,C
agricultural_sciences,C,C,C
agricultural_sciences,B,D,D
agricultural_sciences,A,C,C
agricultural_sciences,B,D,D
agricultural_sciences,B,A,A
agricultural_sciences,C,C,C
agricultural_sciences,D,B,B
agricultural_sciences,A,C,C
agricultural_sciences,D,D,D
agricultural_sciences,B,B,B
agricultural_sciences,B,B,B
agricultural_sciences,A,C,C
agricultural_sciences,C,C,C
agricultural_sciences,B,A,A
agricultural_sciences,C,C,C
agricultural_sciences,B,A,A
agricultural_sciences,D,D,D
agricultural_sciences,C,B,B
agricultural_sciences,D,C,C
agricultural_sciences,B,B,B
agricultural_sciences,D,D,D
agricultural_sciences,B,B,B
agricultural_sciences,A,D,D
agricultural_sciences,D,A,A
agricultural_sciences,A,B,B
agricultural_sciences,D,B,B
agricultural_sciences,A,B,B
agricultural_sciences,B,A,A
agricultural_sciences,B,B,B
agricultural_sciences,C,B,B
agricultural_sciences,C,C,C
agricultural_sciences,C,A,A
agricultural_sciences,C,D,D
agricultural_sciences,A,B,B
agricultural_sciences,D,C,C
agricultural_sciences,D,C,C
agricultural_sciences,B,B,B
agricultural_sciences,D,C,C
agricultural_sciences,B,A,A
agricultural_sciences,B,C,C
agricultural_sciences,B,A,A
agricultural_sciences,D,B,B
agricultural_sciences,D,D,D
agricultural_sciences,D,A,A
agricultural_sciences,B,D,D
agricultural_sciences,B,C,C
agricultural_sciences,B,D,D
agricultural_sciences,B,A,A
agricultural_sciences,A,C,C
agricultural_sciences,B,C,C
agricultural_sciences,A,D,D
agricultural_sciences,D,B,B
agricultural_sciences,A,D,D
agricultural_sciences,B,C,C
agricultural_sciences,A,D,D
agricultural_sciences,D,C,C
agricultural_sciences,C,C,C
agricultural_sciences,B,C,C
agricultural_sciences,C,C,C
agricultural_sciences,C,C,C
agricultural_sciences,C,D,D
agricultural_sciences,B,D,D
agricultural_sciences,B,C,C
agricultural_sciences,C,C,C
agricultural_sciences,B,B,B
agricultural_sciences,C,A,A
agricultural_sciences,A,A,A
agricultural_sciences,B,C,C
agricultural_sciences,D,C,C
agricultural_sciences,A,A,A
aviation_engineering_and_maintenance,C,A,A
aviation_engineering_and_maintenance,D,A,A
aviation_engineering_and_maintenance,C,B,B
aviation_engineering_and_maintenance,D,C,C
aviation_engineering_and_maintenance,B,B,B
aviation_engineering_and_maintenance,C,A,A
aviation_engineering_and_maintenance,D,B,B
aviation_engineering_and_maintenance,B,B,B
aviation_engineering_and_maintenance,D,A,A
aviation_engineering_and_maintenance,C,B,B
aviation_engineering_and_maintenance,C,C,C
aviation_engineering_and_maintenance,D,C,C
aviation_engineering_and_maintenance,A,D,D
aviation_engineering_and_maintenance,D,A,A
aviation_engineering_and_maintenance,A,B,B
aviation_engineering_and_maintenance,D,B,B
aviation_engineering_and_maintenance,B,D,D
aviation_engineering_and_maintenance,B,B,B
aviation_engineering_and_maintenance,D,B,B
aviation_engineering_and_maintenance,C,B,B
aviation_engineering_and_maintenance,C,B,B
aviation_engineering_and_maintenance,A,A,A
aviation_engineering_and_maintenance,D,C,C
aviation_engineering_and_maintenance,C,B,B
aviation_engineering_and_maintenance,D,C,C
aviation_engineering_and_maintenance,B,C,C
aviation_engineering_and_maintenance,C,C,C
aviation_engineering_and_maintenance,D,D,D
aviation_engineering_and_maintenance,C,B,B
aviation_engineering_and_maintenance,D,D,D
aviation_engineering_and_maintenance,C,A,A
aviation_engineering_and_maintenance,C,B,B
aviation_engineering_and_maintenance,C,D,D
aviation_engineering_and_maintenance,C,B,B
aviation_engineering_and_maintenance,C,B,B
aviation_engineering_and_maintenance,B,D,D
aviation_engineering_and_maintenance,D,A,A
aviation_engineering_and_maintenance,C,A,A
aviation_engineering_and_maintenance,C,A,A
aviation_engineering_and_maintenance,B,B,B
aviation_engineering_and_maintenance,B,B,B
aviation_engineering_and_maintenance,A,B,B
aviation_engineering_and_maintenance,D,B,B
aviation_engineering_and_maintenance,B,C,C
aviation_engineering_and_maintenance,D,C,C
aviation_engineering_and_maintenance,B,B,B
aviation_engineering_and_maintenance,B,B,B
aviation_engineering_and_maintenance,B,B,B
aviation_engineering_and_maintenance,A,A,A
aviation_engineering_and_maintenance,D,A,A
aviation_engineering_and_maintenance,C,A,A
aviation_engineering_and_maintenance,D,D,D
aviation_engineering_and_maintenance,A,B,B
aviation_engineering_and_maintenance,D,C,C
aviation_engineering_and_maintenance,C,C,C
aviation_engineering_and_maintenance,B,B,B
aviation_engineering_and_maintenance,C,C,C
aviation_engineering_and_maintenance,D,C,C
aviation_engineering_and_maintenance,C,A,A
aviation_engineering_and_maintenance,D,A,A
aviation_engineering_and_maintenance,D,C,C
aviation_engineering_and_maintenance,D,D,D
aviation_engineering_and_maintenance,A,A,A
aviation_engineering_and_maintenance,D,D,D
aviation_engineering_and_maintenance,C,B,B
aviation_engineering_and_maintenance,A,B,B
aviation_engineering_and_maintenance,C,C,C
aviation_engineering_and_maintenance,C,D,D
aviation_engineering_and_maintenance,D,B,B
aviation_engineering_and_maintenance,D,A,A
aviation_engineering_and_maintenance,B,B,B
aviation_engineering_and_maintenance,B,B,B
aviation_engineering_and_maintenance,B,B,B
aviation_engineering_and_maintenance,C,A,A
aviation_engineering_and_maintenance,C,A,A
aviation_engineering_and_maintenance,B,C,C
aviation_engineering_and_maintenance,D,A,A
aviation_engineering_and_maintenance,D,C,C
aviation_engineering_and_maintenance,B,C,C
aviation_engineering_and_maintenance,B,B,B
aviation_engineering_and_maintenance,B,C,C
aviation_engineering_and_maintenance,D,A,A
aviation_engineering_and_maintenance,D,A,A
aviation_engineering_and_maintenance,D,C,C
aviation_engineering_and_maintenance,D,B,B
aviation_engineering_and_maintenance,D,C,C
aviation_engineering_and_maintenance,C,D,D
aviation_engineering_and_maintenance,D,D,D
aviation_engineering_and_maintenance,D,D,D
aviation_engineering_and_maintenance,C,B,B
aviation_engineering_and_maintenance,B,A,A
aviation_engineering_and_maintenance,B,A,A
aviation_engineering_and_maintenance,D,C,C
aviation_engineering_and_maintenance,B,B,B
aviation_engineering_and_maintenance,A,A,A
aviation_engineering_and_maintenance,A,B,B
aviation_engineering_and_maintenance,D,A,A
aviation_engineering_and_maintenance,C,C,C
aviation_engineering_and_maintenance,D,D,D
aviation_engineering_and_maintenance,D,D,D
biology,B,A,A
biology,D,D,D
biology,B,A,A
biology,A,A,A
biology,C,B,B
biology,A,C,C
biology,B,C,C
biology,B,A,A
biology,B,B,B
biology,C,B,B
biology,D,C,C
biology,A,B,B
biology,C,D,D
biology,D,D,D
biology,A,D,D
biology,C,D,D
biology,C,D,D
biology,A,B,B
biology,D,B,B
biology,A,B,B
biology,C,A,A
biology,D,D,D
biology,D,C,C
biology,D,D,D
biology,C,B,B
biology,D,B,B
biology,B,B,B
biology,A,B,B
biology,A,D,D
biology,A,C,C
biology,D,A,A
biology,B,C,C
biology,C,D,D
biology,D,D,D
biology,B,C,C
biology,C,C,C
biology,D,C,C
biology,A,D,D
biology,D,D,D
biology,B,B,B
biology,B,A,A
biology,D,D,D
biology,D,D,D
biology,C,A,A
biology,D,C,C
biology,D,C,C
biology,C,B,B
biology,C,B,B
biology,B,B,B
biology,B,B,B
biology,D,D,D
biology,A,B,B
biology,C,B,B
biology,C,C,C
biology,A,C,C
biology,B,B,B
biology,A,D,D
biology,C,C,C
biology,A,D,D
biology,A,B,B
biology,D,D,D
biology,C,A,A
biology,B,D,D
biology,D,D,D
biology,B,B,B
biology,A,D,D
biology,D,A,A
biology,D,C,C
biology,A,B,B
biology,A,A,A
biology,A,A,A
biology,A,C,C
biology,C,D,D
biology,D,B,B
biology,C,B,B
biology,D,B,B
biology,A,D,D
biology,C,D,D
biology,D,C,C
biology,A,B,B
biology,B,C,C
biology,B,A,A
biology,A,C,C
biology,C,A,A
biology,B,C,C
biology,D,D,D
