category,answer,pred,response
Accounting,B,D,D
Accounting,A,C,C
Accounting,A,A,A
Accounting,D,C,C
Accounting,C,A,A
Accounting,D,D,D
Accounting,D,A,A
Accounting,C,C,C
Accounting,D,D,D
Accounting,A,A,A
Accounting,B,A,A
Accounting,A,A,A
Accounting,D,D,D
Accounting,B,D,D
Accounting,A,A,A
Accounting,D,D,D
Accounting,B,C,C
Accounting,C,C,C
Accounting,C,C,C
Accounting,D,D,D
Accounting,A,B,B
Accounting,C,C,C
Accounting,C,C,C
Accounting,A,B,B
Accounting,A,C,C
Accounting,D,D,D
Accounting,D,D,D
Accounting,B,B,B
Accounting,A,C,C
Accounting,D,D,D
Accounting,C,C,C
Accounting,C,C,C
Accounting,A,C,"C: ￦ 12,200"
Accounting,B,C,C
Accounting,D,A,A
Accounting,B,B,B
Accounting,B,B,B
Accounting,B,B,B
Accounting,D,D,D
Accounting,C,C,C
Accounting,D,D,D
Accounting,A,A,A
Accounting,C,B,B
Accounting,B,D,D
Accounting,A,A,A
Accounting,D,D,D
Accounting,B,B,B
Accounting,C,C,C
Accounting,C,C,C
Accounting,B,B,B
Accounting,D,A,A
Accounting,D,C,C
Accounting,C,C,C
Accounting,D,B,B
Accounting,C,A,A
Accounting,A,D,D
Accounting,C,B,B
Accounting,C,C,C
Accounting,A,B,B
Accounting,D,D,"D: 당기손실 ￦ 20,000,000"
Accounting,B,B,B
Accounting,D,D,D
Accounting,C,C,C
Accounting,C,D,D
Accounting,A,B,B
Accounting,D,D,D
Accounting,A,A,A
Accounting,C,C,C
Accounting,D,D,D
Accounting,C,C,"C: ￦1,900"
Accounting,A,D,D
Accounting,D,A,A
Accounting,B,B,B
Accounting,D,D,D
Accounting,B,A,A
Accounting,B,C,C
Accounting,B,D,D
Accounting,D,A,A
Accounting,C,C,C
Accounting,D,D,D
Accounting,C,C,C
Accounting,D,A,A
Accounting,C,B,B: 건물
Accounting,C,C,C
Accounting,D,B,"B: ￦30,000"
Accounting,B,D,D
Accounting,C,C,C
Accounting,C,A,A
Accounting,B,B,"B: ￦475,000"
Accounting,C,D,D
Accounting,D,D,D
Accounting,C,C,C
Accounting,D,C,C
Accounting,C,D,D
Accounting,B,B,B
Accounting,C,C,C
